ogc_fid,gml_id,id,codseccion,munide,nuevos_mun,codigo,cod_dep,nom_dep,cod_prov,nom_prov,cod_mun,cat_sec,nom_mun,cantones,poblacion,area,perimeter,prov,pob_tot,hombres,mujeres,tc_92_01,lengua,zlengua,adscrip,zadscrip,pueblos,anal_tot,anal_hom,anal_muj,tmi,part_per,tgf,tmn,nbi_92,nbi_01
335,indigena.335,461.0,040902,150.0,0.0,040902,4,Oruro,9,Atahuallpa,2,SEGUNDA,Coipasa,1,406,93851.375,1387.224,Atahuallpa,616.0,307.0,309.0,4.5,322.0,52.3,340.0,98.0,Uru-Chipaya,3.2,1.7,4.8,57.7,35.7,5.3,-8.2,95.3,98.9
336,indigena.336,460.0,040902,150.0,0.0,040902,4,Oruro,9,Atahuallpa,2,SEGUNDA,Coipasa,1,406,48540.75,1006.149,Atahuallpa,616.0,307.0,309.0,4.5,322.0,52.3,340.0,98.0,Uru-Chipaya,3.2,1.7,4.8,57.7,35.7,5.3,-8.2,95.3,98.9
415,indigena.415,473.0,051402,0.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,186771.375,1597.393,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
321,indigena.321,463.0,040902,150.0,0.0,040902,4,Oruro,9,Atahuallpa,2,SEGUNDA,Coipasa,1,406,3432178.594,9972.643,Atahuallpa,616.0,307.0,309.0,4.5,322.0,52.3,340.0,98.0,Uru-Chipaya,3.2,1.7,4.8,57.7,35.7,5.3,-8.2,95.3,98.9
322,indigena.322,322.0,071401,253.0,0.0,071401,7,Santa Cruz,14,German Busch,1,PRIMERA,Puerto Suarez,3,17494,7.950447453375E9,515381.919,German Busch,15209.0,7995.0,7214.0,1.5,1232.0,8.5,4519.0,49.5,"Chiquitano,Quechua,Aymara",4.3,2.6,6.4,44.2,60.0,4.6,-4.5,59.6,42.1
323,indigena.323,455.0,040902,150.0,0.0,040902,4,Oruro,9,Atahuallpa,2,SEGUNDA,Coipasa,1,406,201635.625,2116.242,Atahuallpa,616.0,307.0,309.0,4.5,322.0,52.3,340.0,98.0,Uru-Chipaya,3.2,1.7,4.8,57.7,35.7,5.3,-8.2,95.3,98.9
346,indigena.346,165.0,010202,2.0,0.0,010202,1,Chuquisaca,2,Azurduy,2,SEGUNDA,Tarvita (Villa Arias),3,12674,1.340194233313E9,194377.019,Azurduy,15166.0,7549.0,7617.0,1.9,14538.0,95.9,6636.0,86.3,Quechua,49.3,33.6,64.6,101.0,25.6,7.9,-11.8,99.1,97.9
451,indigena.451,146.0,010901,15.0,0.0,010901,1,Chuquisaca,9,Sur Cinti,1,PRIMERA,Villa Abecia,2,3160,7.08920467125E8,145818.88,Sur Cinti,3195.0,1573.0,1622.0,0.1,783.0,24.5,395.0,22.2,Quechua,29.1,17.2,40.3,59.3,50.3,6.0,-7.2,89.5,82.7
324,indigena.324,454.0,040902,150.0,0.0,040902,4,Oruro,9,Atahuallpa,2,SEGUNDA,Coipasa,1,406,2256246.313,11060.908,Atahuallpa,616.0,307.0,309.0,4.5,322.0,52.3,340.0,98.0,Uru-Chipaya,3.2,1.7,4.8,57.7,35.7,5.3,-8.2,95.3,98.9
325,indigena.325,134.0,050101,218.0,0.0,050101,5,Potosi,1,Tomas Frias,1,CAPITAL,Potos?,4,123381,1.234295717344E9,244372.029,Tom?s Fr?as,145057.0,69913.0,75144.0,1.7,88864.0,61.3,63689.0,70.5,Quechua,10.6,3.8,16.5,78.0,76.2,3.9,-18.3,51.4,56.4
326,indigena.326,135.0,050103,220.0,0.0,050103,5,Potosi,1,Tomas Frias,3,SEGUNDA,Yocalla,3,7640,8.80902730719E8,164742.861,Tom?s Fr?as,8046.0,4035.0,4011.0,0.6,7402.0,92.0,4738.0,94.3,Quechua,29.1,13.0,44.4,78.5,48.9,5.7,-9.2,93.6,83.7
350,indigena.350,439.0,040801,160.0,0.0,040801,4,Oruro,8,Ladislao Cabrera,1,PRIMERA,Salinas de Garci Mendoza,8,5761,127895.719,1923.162,Ladislao Cabrera,8723.0,4431.0,4292.0,4.5,6984.0,80.1,5598.0,95.6,Aymara,10.1,3.6,16.8,103.5,29.6,5.3,-8.2,96.1,96.7
337,indigena.337,457.0,040902,150.0,0.0,040902,4,Oruro,9,Atahuallpa,2,SEGUNDA,Coipasa,1,406,1692935.391,8094.768,Atahuallpa,616.0,307.0,309.0,4.5,322.0,52.3,340.0,98.0,Uru-Chipaya,3.2,1.7,4.8,57.7,35.7,5.3,-8.2,95.3,98.9
338,indigena.338,458.0,040902,150.0,0.0,040902,4,Oruro,9,Atahuallpa,2,SEGUNDA,Coipasa,1,406,987237.969,7022.158,Atahuallpa,616.0,307.0,309.0,4.5,322.0,52.3,340.0,98.0,Uru-Chipaya,3.2,1.7,4.8,57.7,35.7,5.3,-8.2,95.3,98.9
339,indigena.339,459.0,040902,150.0,0.0,040902,4,Oruro,9,Atahuallpa,2,SEGUNDA,Coipasa,1,406,299956.844,2686.049,Atahuallpa,616.0,307.0,309.0,4.5,322.0,52.3,340.0,98.0,Uru-Chipaya,3.2,1.7,4.8,57.7,35.7,5.3,-8.2,95.3,98.9
340,indigena.340,197.0,051401,197.0,0.0,051401,5,Potosi,14,Daniel Campos,1,PRIMERA,Llica,7,3133,5.608434119234E9,628478.745,Daniel Campos,2901.0,1486.0,1415.0,-0.8,1807.0,62.3,1845.0,93.0,"Aymara,Quechua",3.2,0.9,5.7,78.4,56.8,3.7,-19.7,81.4,88.7
341,indigena.341,169.0,070701,247.0,0.0,070701,7,Santa Cruz,7,Cordillera,1,PRIMERA,Lagunillas,2,4250,1.131051942625E9,227351.888,Cordillera,5283.0,2804.0,2479.0,2.4,3216.0,60.9,1742.0,62.3,"Guarani,Quechua",20.1,13.6,27.8,79.8,47.3,6.0,-7.4,91.7,88.2
342,indigena.342,125.0,050302,195.0,0.0,050302,5,Potosi,3,Cornelio Saavedra,2,SEGUNDA,Chaqui,2,9070,4.54754127922E8,120873.077,Cornelio Saavedra,9644.0,4520.0,5124.0,0.7,9159.0,95.0,5597.0,97.2,Quechua,39.0,21.4,53.1,73.2,37.3,6.9,-10.6,97.2,94.5
343,indigena.343,277.0,051101,203.0,0.0,051101,5,Potosi,11,Jose Maria Linares,1,PRIMERA,Puna,12,42660,3.493662999297E9,516184.28,Jose Maria Linares,41775.0,19777.0,21998.0,-0.2,40702.0,97.4,22214.0,95.5,Quechua,37.6,20.3,51.6,95.1,26.7,6.7,-10.0,96.9,94.4
344,indigena.344,160.0,010501,5.0,0.0,010501,1,Chuquisaca,5,Hernando Siles,1,PRIMERA,Monteagudo,2,25240,3.40781256764099E9,451448.952,Hernando Siles,26504.0,13823.0,12681.0,0.5,6038.0,22.8,3762.0,25.6,"Quechua,Guarani",26.3,18.0,35.4,55.6,63.4,5.3,-15.9,86.9,74.4
345,indigena.345,171.0,010405,19.0,0.0,010405,1,Chuquisaca,4,Tomina,5,QUINTA,El Villar,2,5025,9.00573242594E8,150846.576,Tomina,4585.0,2353.0,2232.0,-1.0,1585.0,34.6,1372.0,56.7,Quechua,38.8,25.6,52.5,71.0,49.0,5.4,-11.3,97.9,95.9
347,indigena.347,429.0,040801,160.0,0.0,040801,4,Oruro,8,Ladislao Cabrera,1,PRIMERA,Salinas de Garci Mendoza,8,5761,1.2973183797E7,29731.282,Ladislao Cabrera,8723.0,4431.0,4292.0,4.5,6984.0,80.1,5598.0,95.6,Aymara,10.1,3.6,16.8,103.5,29.6,5.3,-8.2,96.1,96.7
348,indigena.348,141.0,051202,186.0,0.0,051202,5,Potosi,12,Antonio Quijarro,2,SEGUNDA,Tomave,12,11999,8.228005586156E9,545229.611,Antonio Quijarro,12764.0,6188.0,6576.0,0.7,11580.0,90.7,7389.0,96.5,Quechua,25.7,9.3,39.8,105.1,32.8,5.9,-11.7,91.0,94.9
349,indigena.349,436.0,040801,160.0,0.0,040801,4,Oruro,8,Ladislao Cabrera,1,PRIMERA,Salinas de Garci Mendoza,8,5761,128705.609,1621.359,Ladislao Cabrera,8723.0,4431.0,4292.0,4.5,6984.0,80.1,5598.0,95.6,Aymara,10.1,3.6,16.8,103.5,29.6,5.3,-8.2,96.1,96.7
452,indigena.452,143.0,050802,212.0,0.0,050802,5,Potosi,8,Sur Chichas,2,SEGUNDA,Atocha,9,12216,2.107394759484E9,218733.415,Sur Chichas,9536.0,4751.0,4785.0,-2.7,5539.0,50.9,3975.0,73.6,Quechua,12.8,4.0,21.1,102.9,75.9,5.2,-16.2,56.1,56.9
351,indigena.351,440.0,040801,160.0,0.0,040801,4,Oruro,8,Ladislao Cabrera,1,PRIMERA,Salinas de Garci Mendoza,8,5761,90357.578,1589.519,Ladislao Cabrera,8723.0,4431.0,4292.0,4.5,6984.0,80.1,5598.0,95.6,Aymara,10.1,3.6,16.8,103.5,29.6,5.3,-8.2,96.1,96.7
352,indigena.352,441.0,040801,160.0,0.0,040801,4,Oruro,8,Ladislao Cabrera,1,PRIMERA,Salinas de Garci Mendoza,8,5761,146790.078,1998.379,Ladislao Cabrera,8723.0,4431.0,4292.0,4.5,6984.0,80.1,5598.0,95.6,Aymara,10.1,3.6,16.8,103.5,29.6,5.3,-8.2,96.1,96.7
353,indigena.353,437.0,040801,160.0,0.0,040801,4,Oruro,8,Ladislao Cabrera,1,PRIMERA,Salinas de Garci Mendoza,8,5761,130583.344,1889.349,Ladislao Cabrera,8723.0,4431.0,4292.0,4.5,6984.0,80.1,5598.0,95.6,Aymara,10.1,3.6,16.8,103.5,29.6,5.3,-8.2,96.1,96.7
354,indigena.354,438.0,040801,160.0,0.0,040801,4,Oruro,8,Ladislao Cabrera,1,PRIMERA,Salinas de Garci Mendoza,8,5761,46891.531,1019.279,Ladislao Cabrera,8723.0,4431.0,4292.0,4.5,6984.0,80.1,5598.0,95.6,Aymara,10.1,3.6,16.8,103.5,29.6,5.3,-8.2,96.1,96.7
358,indigena.358,433.0,040801,160.0,0.0,040801,4,Oruro,8,Ladislao Cabrera,1,PRIMERA,Salinas de Garci Mendoza,8,5761,1284218.0,6834.307,Ladislao Cabrera,8723.0,4431.0,4292.0,4.5,6984.0,80.1,5598.0,95.6,Aymara,10.1,3.6,16.8,103.5,29.6,5.3,-8.2,96.1,96.7
355,indigena.355,432.0,040801,160.0,0.0,040801,4,Oruro,8,Ladislao Cabrera,1,PRIMERA,Salinas de Garci Mendoza,8,5761,913766.281,8222.183,Ladislao Cabrera,8723.0,4431.0,4292.0,4.5,6984.0,80.1,5598.0,95.6,Aymara,10.1,3.6,16.8,103.5,29.6,5.3,-8.2,96.1,96.7
356,indigena.356,435.0,040801,160.0,0.0,040801,4,Oruro,8,Ladislao Cabrera,1,PRIMERA,Salinas de Garci Mendoza,8,5761,244733.203,2433.787,Ladislao Cabrera,8723.0,4431.0,4292.0,4.5,6984.0,80.1,5598.0,95.6,Aymara,10.1,3.6,16.8,103.5,29.6,5.3,-8.2,96.1,96.7
357,indigena.357,430.0,040801,160.0,0.0,040801,4,Oruro,8,Ladislao Cabrera,1,PRIMERA,Salinas de Garci Mendoza,8,5761,2409596.266,9143.769,Ladislao Cabrera,8723.0,4431.0,4292.0,4.5,6984.0,80.1,5598.0,95.6,Aymara,10.1,3.6,16.8,103.5,29.6,5.3,-8.2,96.1,96.7
359,indigena.359,434.0,040801,160.0,0.0,040801,4,Oruro,8,Ladislao Cabrera,1,PRIMERA,Salinas de Garci Mendoza,8,5761,791671.344,5524.959,Ladislao Cabrera,8723.0,4431.0,4292.0,4.5,6984.0,80.1,5598.0,95.6,Aymara,10.1,3.6,16.8,103.5,29.6,5.3,-8.2,96.1,96.7
360,indigena.360,142.0,051203,185.0,0.0,051203,5,Potosi,12,Antonio Quijarro,3,TERCERA,Porco,5,5737,1.149330904781E9,160346.377,Antonio Quijarro,5959.0,2952.0,3007.0,0.4,4600.0,77.2,3052.0,92.3,Quechua,17.4,8.3,25.7,85.2,58.8,5.3,-6.7,66.4,71.1
361,indigena.361,431.0,040801,160.0,0.0,040801,4,Oruro,8,Ladislao Cabrera,1,PRIMERA,Salinas de Garci Mendoza,8,5761,127313.0,1864.434,Ladislao Cabrera,8723.0,4431.0,4292.0,4.5,6984.0,80.1,5598.0,95.6,Aymara,10.1,3.6,16.8,103.5,29.6,5.3,-8.2,96.1,96.7
362,indigena.362,394.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,2.27494203453E8,137008.958,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
363,indigena.363,426.0,040801,160.0,0.0,040801,4,Oruro,8,Ladislao Cabrera,1,PRIMERA,Salinas de Garci Mendoza,8,5761,1024796.219,3709.724,Ladislao Cabrera,8723.0,4431.0,4292.0,4.5,6984.0,80.1,5598.0,95.6,Aymara,10.1,3.6,16.8,103.5,29.6,5.3,-8.2,96.1,96.7
364,indigena.364,427.0,040801,160.0,0.0,040801,4,Oruro,8,Ladislao Cabrera,1,PRIMERA,Salinas de Garci Mendoza,8,5761,1824961.734,5664.868,Ladislao Cabrera,8723.0,4431.0,4292.0,4.5,6984.0,80.1,5598.0,95.6,Aymara,10.1,3.6,16.8,103.5,29.6,5.3,-8.2,96.1,96.7
365,indigena.365,139.0,051102,202.0,0.0,051102,5,Potosi,11,Jose Maria Linares,2,SEGUNDA,"Caiza \"D\"",5,9875,1.377527047406E9,198664.977,Jose Maria Linares,9637.0,4649.0,4988.0,-0.3,8958.0,93.0,5719.0,94.6,Quechua,23.6,8.2,36.9,78.3,43.6,4.9,-10.3,93.8,85.5
367,indigena.367,352.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,216280.688,2140.906,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
368,indigena.368,444.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,3710.375,226.924,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
369,indigena.369,428.0,040801,160.0,0.0,040801,4,Oruro,8,Ladislao Cabrera,1,PRIMERA,Salinas de Garci Mendoza,8,5761,102046.156,1646.937,Ladislao Cabrera,8723.0,4431.0,4292.0,4.5,6984.0,80.1,5598.0,95.6,Aymara,10.1,3.6,16.8,103.5,29.6,5.3,-8.2,96.1,96.7
370,indigena.370,354.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,12313.109,423.573,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
371,indigena.371,164.0,010201,1.0,0.0,010201,1,Chuquisaca,2,Azurduy,1,PRIMERA,Villa Azurduy,3,10818,1.708881068422E9,239313.918,Azurduy,11349.0,5573.0,5776.0,0.5,7107.0,62.6,3759.0,62.7,Quechua,48.4,34.4,61.0,92.9,26.2,7.1,-16.9,96.7,94.3
372,indigena.372,353.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,85683.906,1216.085,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
373,indigena.373,357.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,29503.375,664.755,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
374,indigena.374,356.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,333701.563,4029.837,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
375,indigena.375,392.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,1726798.906,9015.14,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
376,indigena.376,424.0,051402,0.0,0.0,051402,,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,8292.844,335.545,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
377,indigena.377,423.0,051402,0.0,0.0,051402,,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,6260.594,301.762,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
378,indigena.378,167.0,070706,243.0,0.0,070706,7,Santa Cruz,7,Cordillera,6,SEXTA,Camiri,2,32092,1.04443902609399E9,184511.535,Cordillera,30897.0,14842.0,16055.0,-0.4,6718.0,21.7,6781.0,35.7,"Guarani,Quechua",9.1,4.8,12.9,44.7,85.8,4.1,-26.6,47.0,31.2
379,indigena.379,355.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,54978.547,1011.661,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
380,indigena.380,358.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,89329.172,1607.711,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
381,indigena.381,425.0,051402,0.0,0.0,051402,,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,11206.625,403.661,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
382,indigena.382,393.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,307942.313,2579.139,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
383,indigena.383,396.0,051401,197.0,0.0,051401,5,Potosi,14,Daniel Campos,1,PRIMERA,Llica,7,3133,351365.625,2333.824,Daniel Campos,2901.0,1486.0,1415.0,-0.8,1807.0,62.3,1845.0,93.0,"Aymara,Quechua",3.2,0.9,5.7,78.4,56.8,3.7,-19.7,81.4,88.7
384,indigena.384,397.0,051401,197.0,0.0,051401,5,Potosi,14,Daniel Campos,1,PRIMERA,Llica,7,3133,127668.844,1416.666,Daniel Campos,2901.0,1486.0,1415.0,-0.8,1807.0,62.3,1845.0,93.0,"Aymara,Quechua",3.2,0.9,5.7,78.4,56.8,3.7,-19.7,81.4,88.7
392,indigena.392,386.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,1692088.938,6342.757,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
416,indigena.416,472.0,051402,0.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,94926.656,1136.661,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
385,indigena.385,395.0,051401,197.0,0.0,051401,5,Potosi,14,Daniel Campos,1,PRIMERA,Llica,7,3133,3978439.563,9774.109,Daniel Campos,2901.0,1486.0,1415.0,-0.8,1807.0,62.3,1845.0,93.0,"Aymara,Quechua",3.2,0.9,5.7,78.4,56.8,3.7,-19.7,81.4,88.7
386,indigena.386,140.0,050602,206.0,0.0,050602,5,Potosi,6,Nor Chichas,2,SEGUNDA,Vitichi,4,13756,1.759571568531E9,221623.191,Nor Chichas,11298.0,5188.0,6110.0,-2.1,10969.0,97.1,6080.0,90.7,Quechua,29.2,9.8,44.7,90.0,32.5,5.6,-9.3,97.0,96.4
387,indigena.387,138.0,050601,205.0,0.0,050601,5,Potosi,6,Nor Chichas,1,PRIMERA,Cotagaita,19,24494,6.439573069219E9,484086.716,Nor Chichas,24025.0,11425.0,12600.0,-0.2,21338.0,88.8,12684.0,90.6,Quechua,29.3,9.8,45.7,92.9,43.0,5.8,-10.6,92.8,93.2
388,indigena.388,359.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,9701.281,362.231,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
389,indigena.389,360.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,20798.703,543.413,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
390,indigena.390,361.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,58408.75,1304.745,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
393,indigena.393,351.0,051401,197.0,0.0,051401,5,Potosi,14,Daniel Campos,1,PRIMERA,Llica,7,3133,781895.5,3406.902,Daniel Campos,2901.0,1486.0,1415.0,-0.8,1807.0,62.3,1845.0,93.0,"Aymara,Quechua",3.2,0.9,5.7,78.4,56.8,3.7,-19.7,81.4,88.7
394,indigena.394,390.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,956945.625,5915.727,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
395,indigena.395,388.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,893016.109,3865.156,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
396,indigena.396,362.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,8143.969,357.504,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
397,indigena.397,389.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,1508657.984,4619.278,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
398,indigena.398,363.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,117442.531,2149.284,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
453,indigena.453,275.0,060601,225.0,0.0,060601,6,Tarija,6,Burnet O'Connor,1,PRIMERA,Entre Rios (La Moreta),11,17763,5.063273956328E9,480896.692,Burnet O'connor,19339.0,10670.0,8669.0,0.9,3968.0,20.5,2325.0,20.9,Guarani,24.0,16.4,34.5,68.2,43.7,4.8,-8.3,93.9,90.6
454,indigena.454,149.0,060501,231.0,0.0,060501,6,Tarija,5,Mendez,1,PRIMERA,Villa San Lorenzo,13,18568,1.977691722906E9,294725.078,Mendez,21375.0,10391.0,10984.0,1.5,2020.0,9.5,380.0,3.1,Quechua,33.0,23.6,41.5,68.2,50.2,5.1,-1.9,87.9,75.6
455,indigena.455,144.0,060502,230.0,0.0,060502,6,Tarija,5,Mendez,2,SEGUNDA,Tomayapo (El Puente),9,11300,2.063014055328E9,315717.503,Mendez,10663.0,5120.0,5543.0,-0.6,1841.0,17.3,251.0,4.5,Quechua,32.8,18.7,45.0,67.3,33.3,6.6,-11.5,97.4,87.1
399,indigena.399,391.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,405838.797,2945.502,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
400,indigena.400,385.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,7.04079561813E8,267748.256,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
401,indigena.401,381.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,10561.359,388.145,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
402,indigena.402,383.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,127441.484,1494.154,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
403,indigena.403,364.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,124857.297,1386.669,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
404,indigena.404,382.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,141446.563,1405.309,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
405,indigena.405,449.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,19045.234,538.654,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
